Name,Jagged Mean,Jagged Std Dev,Jmax,Jmin,Jrange,Stanza Mean,Stanza Std Dev,Smax,Smin,Srange,Margin Mean,Margin Std Dev,Mmax,Mmin,Mrange,Length Mean,Length Std Dev,Lmax,Lmin,Lrange
daily_globe_18830916_9_clean_true.jpg,58.0555555556,55.4897149534,1496,1450,0,17.8541266795,12.4837640145,117,5,112,24.8095238095,54.9045096784,144,0,144,96.3663793103,66.7458067524,144,0,144
daily_globe_18830916_9_false.jpg,27.0436507937,57.3973011636,870,864,0,6,0,6,6,0,26.8571428571,57.0014577073,144,0,144,123.5172413793,75.6274922307,144,0,144
daily_los_angeles_herald_18790109_3_clean_false.jpg,82.376984127,75.9008338256,2864,2842,0,15.8255208333,1.7608615531,19,12,7,86.0238095238,74.4809900675,144,0,144,51.4353448276,69.467713559,144,0,144
daily_los_angeles_herald_18810727_4_clean_false.jpg,118.2380952381,67.1895155584,2078,1694,0,40.125,22.1488975056,93,6,87,121.6071428571,62.9393385869,144,0,144,7.4956896552,30.1172560382,144,0,144
daily_los_angeles_herald_18810728_4_false.jpg,142.6984126984,56.8982386986,2030,2016,0,50.25,14.0779082253,67,28,39,141.7142857143,56.5058370524,144,0,144,17.3793103448,45.7498757332,144,0,144
daily_los_angeles_herald_18830125_4_clean_false.jpg,32.0476190476,46.4959984833,1248,718,0,13.6094339623,14.9923346974,62,5,57,9.5992063492,31.9961388601,144,0,144,108.6594827586,71.4028799263,144,0,144
daily_los_angeles_herald_18830208_4_clean_false.jpg,92.3134920635,70.9235096452,2526,2412,0,25.7430555556,32.997042487,154,1,153,94.5277777778,68.1185018259,144,0,144,17.9784482759,46.4211855531,144,0,144
daily_los_angeles_herald_18830208_4_clean_true.jpg,50.3174603175,50.0923388796,1792,1406,0,15.402739726,13.2982434992,116,5,111,44.8055555556,49.5278033722,144,0,144,13.3405172414,40.0590033849,144,0,144
daily_los_angeles_herald_18840725_3_clean_false.jpg,2.3015873016,18.143583228,290,288,0,0,0,-2147483648,2147483647,1,2.2857142857,18.0184550678,144,0,144,144,67.8822509939,144,144,0
daily_los_angeles_herald_18840725_3_true.jpg,63.5277777778,53.9333375027,2320,2320,0,14.0406779661,14.3779702642,118,5,113,41.0952380952,64.0389633278,144,0,144,74.7629310345,65.0574754801,144,0,144
